name,brand,model,battery_capacity,screen_size,touch_screen,resolution_x,resolution_y,processor,ram,internal_storage,rear_camera,front_camera,operating_system,wi_fi,bluetooth,gps,number_of_sims,3g,4g_lte,price
Sony Xperia XZ,Sony,Xperia XZ,2900,5.2,Yes,1080,1920,4,3000,64,23,13,Android,Yes,Yes,Yes,2,Yes,Yes,11999
Samsung Galaxy J7 Prime,Samsung,Galaxy J7 Prime,3300,5.5,Yes,1080,1920,8,3000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,15995
Motorola Moto Z Play,Motorola,Moto Z Play,3510,5.5,Yes,1080,1920,8,3000,32,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,8990
Xiaomi Redmi Note 4,Xiaomi,Redmi Note 4,4100,5.5,Yes,1080,1920,8,2000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9990
Xiaomi Redmi 3S Prime,Xiaomi,Redmi 3S Prime,4100,5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8000
Motorola Moto Z,Motorola,Moto Z,2600,5.5,Yes,1440,2560,4,4000,64,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,11999
Asus ZenFone 3 (ZE552KL),Asus,ZenFone 3 (ZE552KL),3000,5.5,Yes,1080,1920,8,4000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,14999
Smartron t.phone,Smartron,t.phone,3000,5.5,Yes,1080,1920,8,4000,32,13,4,Android,Yes,Yes,Yes,2,Yes,Yes,5490
Motorola Moto G4 Plus,Motorola,Moto G4 Plus,3000,5.5,Yes,1080,1920,8,2000,16,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999
Coolpad Max,Coolpad,Max,2800,5.5,Yes,1080,1920,8,4000,64,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8499
Xiaomi Mi Max,Xiaomi,Mi Max,4850,6.44,Yes,1080,1920,6,3000,32,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,11990
Lenovo Zuk Z1,Lenovo,Zuk Z1,4100,5.5,Yes,1080,1920,4,3000,64,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7499
LeEco Le 2,LeEco,Le 2,3000,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,6999
LeEco Le Max 2,LeEco,Le Max 2,3100,5.7,Yes,1440,2560,4,4000,32,21,8,Android,Yes,Yes,Yes,2,Yes,Yes,7790
Huawei P9,Huawei,P9,3000,5.2,Yes,1080,1920,8,3000,32,12,8,Android,Yes,Yes,Yes,1,Yes,Yes,39999
Apple iPhone SE,Apple,iPhone SE,1624,4,Yes,640,1136,1,2000,16,12,1.2,iOS,Yes,Yes,Yes,1,Yes,Yes,16999
LG G5,LG,G5,2800,5.3,Yes,1440,2560,4,4000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,10999
Oppo F1,Oppo,F1,2500,5,Yes,720,1280,8,3000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8999
Samsung Galaxy A5 (2016),Samsung,Galaxy A5 (2016),2900,5.2,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,19990
Xiaomi Redmi Note 3,Xiaomi,Redmi Note 3,4050,5.5,Yes,1080,1920,6,2000,16,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,6899
HTC One A9,HTC,One A9,2150,5,Yes,1080,1920,8,3000,32,13,4,Android,Yes,Yes,Yes,1,Yes,Yes,30149
BlackBerry Priv,BlackBerry,Priv,3410,5.4,Yes,1440,2560,6,3000,32,18,2,Android,Yes,Yes,Yes,1,Yes,Yes,19999
Google Nexus 5X,LG,Google Nexus 5X,2700,5.2,Yes,1080,1920,6,2000,16,12.3,5,Android,Yes,Yes,Yes,1,Yes,Yes,25990
Apple iPhone 6s,Apple,iPhone 6s,1715,4.7,Yes,750,1334,2,2000,16,12,5,iOS,Yes,Yes,Yes,1,Yes,Yes,22999
Lenovo Vibe P1,Lenovo,Vibe P1,4900,5.5,Yes,1080,1920,8,2000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,15999
Lenovo Vibe S1,Lenovo,Vibe S1,2420,5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,10990
Samsung Galaxy S6 Edge+,Samsung,Galaxy S6 Edge+,3000,5.7,Yes,1440,2560,8,4000,32,16,5,Android,Yes,Yes,Yes,1,Yes,Yes,17999
Samsung Galaxy Note 5,Samsung,Galaxy Note 5,3000,5.7,Yes,1440,2560,8,4000,32,16,5,Android,Yes,Yes,Yes,1,Yes,Yes,14999
Motorola Moto X Play,Motorola,Moto X Play,3630,5.5,Yes,1080,1920,8,2000,16,21,5,Android,Yes,Yes,Yes,2,Yes,Yes,7990
Motorola Moto G (Gen 3),Motorola,Moto G (Gen 3),2470,5,Yes,720,1280,4,1000,8,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,10999
Honor 7,Honor,7,3100,5.2,Yes,1080,1920,8,3000,16,20,8,Android,Yes,Yes,Yes,1,Yes,Yes,15999
Asus ZenFone Selfie,Asus,ZenFone Selfie,3000,5.5,Yes,1080,1920,8,2000,16,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,14999
LG G4,LG,G4,3000,5.5,Yes,1440,2560,6,3000,32,16,8,Android,Yes,Yes,Yes,1,Yes,Yes,13299
Xiaomi Mi 4i,Xiaomi,Mi 4i,3120,5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,12999
Lenovo K3 Note,Lenovo,K3 Note,2900,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999
Motorola Moto Turbo,Motorola,Moto Turbo,3900,5.2,Yes,1440,2560,4,3000,64,21,2,Android,Yes,Yes,Yes,1,Yes,Yes,31999
Gionee Elife S7,Gionee,Elife S7,2700,5.2,Yes,1080,1920,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,15999
Lenovo Vibe Shot,Lenovo,Vibe Shot,2900,5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,9799
Samsung Galaxy S6 Edge,Samsung,Galaxy S6 Edge,2600,5.1,Yes,1440,2560,8,3000,32,16,5,Android,Yes,Yes,Yes,1,Yes,Yes,25999
Honor 6 Plus,Honor,6 Plus,3600,5.5,Yes,1080,1920,8,3000,32,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,26499
HTC Desire 820s,HTC,Desire 820s,2600,5.5,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,25500
HTC One (M8 Eye),HTC,One (M8 Eye),2600,5,Yes,1080,1920,4,2000,16,13,5,Android,Yes,Yes,Yes,1,Yes,Yes,28500
Google Nexus 6,Motorola,Google Nexus 6,3220,5.96,Yes,1440,2560,4,3000,32,13,2,Android,Yes,Yes,Yes,1,Yes,Yes,13490
HTC Desire Eye,HTC,Desire Eye,2400,5.2,Yes,1080,1920,4,2000,16,13,13,Android,Yes,Yes,Yes,1,Yes,Yes,10990
BlackBerry Passport,BlackBerry,Passport,3450,4.5,Yes,1440,1440,4,3000,32,13,2,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,15999
Apple iPhone 6 Plus,Apple,iPhone 6 Plus,2915,5.5,Yes,1080,1920,1,1000,16,8,1.2,iOS,Yes,Yes,Yes,1,Yes,Yes,23999
Apple iPhone 6,Apple,iPhone 6,1810,4.7,Yes,750,1334,2,1000,16,8,1.2,iOS,Yes,Yes,Yes,1,Yes,Yes,15999
Motorola Moto X (Gen 2),Motorola,Moto X (Gen 2),2300,5.2,Yes,1080,1920,4,2000,16,13,2,Android,Yes,Yes,Yes,1,Yes,Yes,23999
Motorola Moto G (Gen 2),Motorola,Moto G (Gen 2),2070,5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,Yes,No,13500
Sony Xperia Z3 Compact,Sony,Xperia Z3 Compact,2600,4.6,Yes,720,1280,4,2000,16,20.7,2.2,Android,Yes,Yes,Yes,1,Yes,Yes,38990
Samsung Galaxy Note 4,Samsung,Galaxy Note 4,3220,5.7,Yes,1440,2560,4,3000,32,16,3.7,Android,Yes,Yes,Yes,1,Yes,Yes,27900
Samsung Galaxy Note Edge,Samsung,Galaxy Note Edge,3000,5.6,Yes,1600,2560,4,3000,32,16,3.7,Android,Yes,Yes,Yes,1,Yes,Yes,29950
Xiaomi Mi 4,Xiaomi,Mi 4,3080,5,Yes,1080,1920,4,3000,16,13,8,Android,Yes,Yes,Yes,1,Yes,No,7987
Lenovo Vibe Z2 Pro,Lenovo,Vibe Z2 Pro,4000,6,Yes,1440,2560,4,3000,32,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,29999
OnePlus One,OnePlus,One,3100,5.5,Yes,1080,1920,4,3000,16,13,5,Cyanogen,Yes,Yes,Yes,1,Yes,Yes,21999
Samsung Galaxy S5,Samsung,Galaxy S5,2800,5.1,Yes,1080,1920,8,2000,16,16,2,Android,Yes,Yes,Yes,1,Yes,Yes,33999
Sony Xperia Z2,Sony,Xperia Z2,3200,5.2,Yes,1080,1920,4,3000,16,20.7,2.2,Android,Yes,Yes,Yes,1,Yes,Yes,35990
Sony Xperia Z1 Compact,Sony,Xperia Z1 Compact,2300,4.3,Yes,720,1280,4,2000,16,20.7,2,Android,Yes,Yes,Yes,1,Yes,Yes,11999
Gionee Elife E7,Gionee,Elife E7,2500,5.5,Yes,1080,1920,4,2000,16,16,8,Android,Yes,Yes,Yes,1,Yes,Yes,3699
Samsung Galaxy Grand 2,Samsung,Galaxy Grand 2,2600,5.2,Yes,720,1280,4,1000,8,8,1.9,Android,Yes,Yes,Yes,2,Yes,Yes,15999
Motorola Moto G,Motorola,Moto G,2070,4.5,Yes,720,1280,4,1000,8,5,1.3,Android,Yes,Yes,Yes,2,Yes,No,9999
Google Nexus 5,LG,Google Nexus 5,2300,4.95,Yes,1080,1920,4,2000,16,8,1.3,Android,Yes,Yes,Yes,1,Yes,Yes,12000
Nokia Lumia 1520,Nokia,Lumia 1520,3400,6,Yes,1080,1920,4,2000,32,20,1.2,Windows,Yes,Yes,Yes,1,Yes,Yes,34990
Apple iPhone 5c,Apple,iPhone 5c,1507,4,Yes,640,1136,2,1000,8,8,1.2,iOS,Yes,Yes,Yes,1,Yes,Yes,8499
Xiaomi Mi 3,Xiaomi,Mi 3,3050,5,Yes,1080,1920,4,2000,16,13,2,Android,Yes,Yes,Yes,1,Yes,No,13999
Samsung Galaxy Note 3,Samsung,Galaxy Note 3,3200,5.7,Yes,1080,1920,8,3000,32,13,2,Android,Yes,Yes,Yes,1,Yes,Yes,50650
Sony Xperia Z1,Sony,Xperia Z1,3000,5,Yes,1080,1920,1,2000,16,20.7,2,Android,Yes,Yes,Yes,1,Yes,Yes,56699
LG G2,LG,G2,3000,5.2,Yes,1080,1920,4,2000,16,13,2.1,Android,Yes,Yes,Yes,1,Yes,Yes,22499
Motorola Moto X,Motorola,Moto X,2200,4.7,Yes,720,1280,2,2000,16,10,2,Android,Yes,Yes,Yes,1,Yes,Yes,15000
Sony Xperia Z,Sony,Xperia Z,2330,5,Yes,1080,1920,4,2000,16,13.1,2.2,Android,Yes,Yes,Yes,1,Yes,Yes,32490
Samsung Galaxy S III,Samsung,Galaxy S III,2100,4.8,Yes,720,1280,4,1000,16,8,1.9,Android,Yes,Yes,Yes,1,Yes,Yes,5999
Samsung Galaxy S4,Samsung,Galaxy S4,2600,5,Yes,1080,1920,8,2000,16,13,2,Android,Yes,Yes,Yes,1,Yes,Yes,57915
Nokia Lumia 920,Nokia,Lumia 920,2000,4.5,Yes,768,1280,2,1000,32,8.7,1.3,Windows,Yes,Yes,Yes,1,Yes,No,8999
Oppo F15,Oppo,F15,4000,6.4,Yes,1080,2400,8,8000,128,48,16,Android,Yes,Yes,Yes,2,Yes,Yes,18690
Vivo S1 Pro,Vivo,S1 Pro,4500,6.38,Yes,1080,2340,8,8000,128,48,32,Android,Yes,Yes,Yes,2,Yes,Yes,18599
Motorola Moto G8 Plus,Motorola,Moto G8 Plus,4000,6.3,Yes,1080,2280,8,4000,64,48,25,Android,Yes,Yes,Yes,2,Yes,Yes,12999
Motorola One Macro,Motorola,One Macro,4000,6.2,Yes,720,1520,8,4000,64,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8999
Vivo U10,Vivo,U10,5000,6.35,Yes,720,1544,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8990
Redmi 8A,Xiaomi,Redmi 8A,5000,6.22,Yes,720,1520,8,2000,32,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,6499
Oppo A9 2020,Oppo,A9 2020,5000,6.5,Yes,720,1600,8,4000,128,48,16,Android,Yes,Yes,Yes,2,Yes,Yes,14730
Samsung Galaxy M10s,Samsung,Galaxy M10s,4000,6.4,Yes,720,1520,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8499
Infinix Hot 8,Infinix,Hot 8,5000,6.52,Yes,720,1600,8,4000,64,13,8,Android,Yes,Yes,Yes,2,No,No,8000
Redmi Note 8,Xiaomi,Redmi Note 8,4000,6.3,Yes,1080,2280,8,3000,32,48,13,Android,Yes,Yes,Yes,2,Yes,Yes,9195
Redmi 8,Xiaomi,Redmi 8,5000,6.22,Yes,720,1520,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,7999
Realme 3i,Realme,3i,4230,6.2,Yes,720,1520,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,6999
Infinix Hot 7,Infinix,Hot 7,4000,6.19,Yes,720,1500,8,4000,64,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,9990
Honor 9X,Honor,9X,4000,6.59,Yes,1080,2340,8,4000,128,48,16,Android,Yes,Yes,Yes,2,Yes,Yes,13999
Motorola One Action,Motorola,One Action,3500,6.3,Yes,1080,2520,8,4000,128,12,12,Android,Yes,Yes,Yes,2,Yes,Yes,9999
LG W30,LG,W30,4000,6.26,Yes,720,1520,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,8499
Infinix Hot 7 Pro,Infinix,Hot 7 Pro,4000,6.19,Yes,720,1500,8,6000,64,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,10999
Redmi 7A,Xiaomi,Redmi 7A,4000,5.45,Yes,720,1440,8,2000,16,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,5499
Infinix S4,Infinix,S4,4000,6.21,Yes,720,1520,8,3000,32,13,32,Android,Yes,Yes,Yes,2,No,No,7999
Vivo Y17,Vivo,Y17,5000,6.35,Yes,720,1544,8,4000,128,13,20,Android,Yes,Yes,Yes,2,No,No,11490
Infinix Smart 3 Plus,Infinix,Smart 3 Plus,3500,6.21,Yes,720,1520,4,2000,32,13,8,Android,Yes,Yes,No,2,No,No,6999
Oppo A1k,Oppo,A1k,4000,6.1,Yes,720,1560,8,2000,32,8,5,Android,Yes,Yes,No,2,No,No,6670
Oppo A5s,Oppo,A5s,4230,6.2,Yes,1520,720,8,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7935
Xiaomi Redmi Y3,Xiaomi,Redmi Y3,4000,6.26,Yes,720,1520,8,3000,32,12,32,Android,Yes,Yes,Yes,2,Yes,Yes,7999
Realme C2,Realme,C2,4000,6.1,Yes,720,1560,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999
Honor 20i,Honor,20i,3400,6.21,Yes,1080,2340,8,4000,128,24,32,Android,Yes,Yes,Yes,2,Yes,Yes,10999
Vivo S1,Vivo,S1,4500,6.38,Yes,1080,2340,8,4000,128,16,32,Android,Yes,Yes,Yes,2,No,No,14979
Realme 3,Realme,3,4230,6.2,Yes,720,1520,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,8490
Vivo V15,Vivo,V15,4000,6.53,Yes,1080,2340,8,6000,64,12,32,Android,Yes,Yes,Yes,2,Yes,Yes,14990
Redmi Go,Xiaomi,Redmi Go,3000,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4499
Meizu M16th,Meizu,M16th,3010,6,Yes,1080,2160,8,8000,128,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,19990
Asus ZenFone Max M2,Asus,ZenFone Max M2,4000,6.26,Yes,720,1520,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7499
Infinix Note 5 Stylus,Infinix,Note 5 Stylus,4000,5.93,Yes,1080,2160,8,4000,64,16,16,Android,Yes,Yes,Yes,1,No,No,15999
Infinix Hot S3X,Infinix,Hot S3X,4000,6.2,Yes,720,1500,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,10999
Asus ZenFone Lite L1 (ZA551KL),Asus,ZenFone Lite L1 (ZA551KL),3000,5.45,Yes,720,1440,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Asus ZenFone Max M1 (ZB556KL),Asus,ZenFone Max M1 (ZB556KL),4000,5.45,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,5999
Lenovo K9,Lenovo,K9,3000,5.7,Yes,720,1440,8,3000,32,13,13,Android,Yes,Yes,No,1,No,No,5899
Nokia 3.1 Plus,Nokia,3.1 Plus,3500,6,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6850
Honor 8C,Honor,8C,4000,6.26,Yes,720,1520,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7999
Panasonic Eluga X1 Pro,Panasonic,Eluga X1 Pro,3000,6.18,Yes,1080,2246,8,6000,128,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,29999
Realme C1,Realme,C1,4230,6.2,Yes,720,1520,8,2000,16,13,5,Android,Yes,Yes,No,1,No,No,7990
BlackBerry KEY2 LE,BlackBerry,KEY2 LE,3000,4.5,Yes,1080,1620,8,4000,64,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,22990
Realme 2,Realme,2,4230,6.2,Yes,720,1520,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8890
Infinix Note 5,Infinix,Note 5,4500,5.99,Yes,1080,2160,8,3000,32,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,5850
Oppo F9 Pro,Oppo,F9 Pro,3500,6.3,Yes,1080,2340,8,6000,64,16,25,Android,Yes,Yes,Yes,2,Yes,Yes,17990
Oppo F9,Oppo,F9,3500,6.3,Yes,1080,2340,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,11994
Honor 9N,Honor,9N,3000,5.84,Yes,1080,2280,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,7499
Huawei Nova 3i,Huawei,Nova 3i,3340,6.3,Yes,1080,2340,8,4000,128,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,21999
Huawei Nova 3,Huawei,Nova 3,3750,6.3,Yes,1080,2340,8,6000,128,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,15999
Xiaomi Redmi 6 Pro,Xiaomi,Redmi 6 Pro,4000,5.84,Yes,1080,2280,8,3000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,8290
Xiaomi Redmi 6A,Xiaomi,Redmi 6A,3000,5.45,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5699
Xiaomi Redmi Y2,Xiaomi,Redmi Y2,3080,5.99,Yes,720,1440,8,3000,32,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,7999
Tecno Camon iClick,Tecno,Camon iClick,3750,6,Yes,720,1440,8,4000,64,16,20,Android,Yes,Yes,Yes,2,Yes,Yes,7420
Redmi 6,Xiaomi,Redmi 6,3000,5.45,Yes,720,1440,8,3000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,7180
Samsung Galaxy J8,Samsung,Galaxy J8,3500,6,Yes,720,1440,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,15499
Samsung Galaxy J6,Samsung,Galaxy J6,3000,5.6,Yes,720,1480,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,9490
Samsung Galaxy A6+,Samsung,Galaxy A6+,3500,6,Yes,1080,2220,8,4000,64,16,24,Android,Yes,Yes,Yes,1,No,No,15999
Moto E5 Plus,Motorola,Moto E5 Plus,5000,6,Yes,720,1440,8,3000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,9399
Nubia Red Magic,Nubia,Red Magic,3800,6,Yes,1080,2160,8,8000,128,24,8,Android,Yes,Yes,Yes,2,Yes,Yes,24860
InFocus Vision 3 Pro,InFocus,Vision 3 Pro,4000,5.7,Yes,720,1440,8,4000,64,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,7990
Itel S42,Itel,S42,3000,5.65,Yes,720,1440,4,3000,16,13,13,Android,Yes,Yes,No,2,Yes,Yes,8480
Huawei P20 Lite,Huawei,P20 Lite,3000,5.84,Yes,1080,2280,8,4000,64,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,12800
Vivo V9,Vivo,V9,3260,6.3,Yes,1080,2280,8,4000,64,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,13740
Moto G6 Play,Motorola,Moto G6 Play,4000,5.7,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,No,2,No,Yes,8049
Honor 7C,Honor,7C,3000,5.99,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7799
Moto G6,Motorola,Moto G6,3000,5.7,Yes,1080,2160,8,3000,32,12,16,Android,Yes,Yes,No,2,Yes,Yes,10499
Smartron t.phone P,Smartron,t.phone P,5000,5.2,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,10500
Oppo A83,Oppo,A83,3180,5.7,Yes,720,1440,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6799
Honor 9 Lite,Honor,9 Lite,3000,5.65,Yes,1080,2160,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,8929
10.or D,10.or,D,3500,5.2,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999
InFocus Vision 3,InFocus,Vision 3,4000,5.7,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6850
Samsung Galaxy A8+ (2018),Samsung,Galaxy A8+ (2018),3500,6,Yes,1080,2220,8,6000,64,16,16,Android,Yes,Yes,Yes,1,No,No,16900
Gionee S11 Lite,Gionee,S11 Lite,3030,5.7,Yes,720,1440,8,4000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,6319
Vivo V7,Vivo,V7,3000,5.7,Yes,720,1440,8,4000,32,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,13990
Redmi Y1,Xiaomi,Redmi Y1,3080,5.5,Yes,720,1280,8,2000,16,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,8490
Redmi 5A,Xiaomi,Redmi 5A,3000,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7199
Honor 7X,Honor,7X,3340,5.93,Yes,1080,2160,8,4000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,12722
Honor Holly 4,Honor,Holly 4,3020,5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8499
Gionee M7 Power,Gionee,M7 Power,5000,6,Yes,720,1440,8,4000,64,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8890
Vivo V7+,Vivo,V7+,3225,5.99,Yes,720,1440,8,4000,64,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,10990
Asus ZenFone 4 Selfie Pro,Asus,ZenFone 4 Selfie Pro,3000,5.5,Yes,1080,1920,8,4000,64,16,12,Android,Yes,Yes,Yes,2,Yes,Yes,25999
LG Q6,LG,Q6,3000,5.5,Yes,1080,2160,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8948
Oppo F3,Oppo,F3,3200,5.5,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,11990
Smartron srt.phone,Smartron,srt.phone,3000,5.5,Yes,1080,1920,8,4000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999
Vivo V5s,Vivo,V5s,3000,5.5,Yes,720,1280,8,4000,64,13,20,Android,Yes,Yes,Yes,2,Yes,Yes,12990
Micromax Evok Power,Micromax,Evok Power,4000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,No,2,No,Yes,5499
Lava Z25,Lava,Z25,3020,5.5,Yes,720,1280,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,12000
Nubia M2,Nubia,M2,3630,5.5,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,12990
Cat S60,Cat,S60,3800,4.7,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,39999
Coolpad Note 5 Lite,Coolpad,Note 5 Lite,2500,5,Yes,720,1280,4,3000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4290
Gionee A1,Gionee,A1,4010,5.5,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,9999
Sony Xperia XA1 Ultra,Sony,Xperia XA1 Ultra,2700,6,Yes,1080,1920,8,4000,64,23,16,Android,Yes,Yes,Yes,2,No,Yes,5994
Sony Xperia XZs,Sony,Xperia XZs,2900,5.2,Yes,1080,1920,4,4000,32,19,13,Android,Yes,Yes,Yes,2,Yes,Yes,29990
Gionee A1 Plus,Gionee,A1 Plus,4550,6,Yes,1080,1920,8,4000,64,13,20,Android,Yes,Yes,Yes,2,Yes,Yes,994
Motorola Moto G5,Motorola,Moto G5,2800,5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5450
Honor 8 Lite,Honor,8 Lite,3000,5.2,Yes,1080,1920,8,4000,64,12,8,Android,Yes,Yes,No,2,Yes,Yes,14933
Vivo V5 Plus,Vivo,V5 Plus,3055,5.5,Yes,1080,1920,8,4000,64,16,20,Android,Yes,Yes,Yes,2,Yes,Yes,12500
Nokia 6,Nokia,6,3000,5.5,Yes,1080,1920,8,2000,16,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,7250
Samsung Galaxy A7 (2017),Samsung,Galaxy A7 (2017),3600,5.7,Yes,1080,1920,8,3000,32,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,25900
Samsung Galaxy A5 (2017),Samsung,Galaxy A5 (2017),3000,5.2,Yes,1080,1920,8,3000,32,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,18999
Coolpad Note 3S,Coolpad,Note 3S,2500,5.5,Yes,720,1080,8,3000,32,13,5,Android,Yes,Yes,No,2,Yes,Yes,8990
Oppo A57,Oppo,A57,2900,5.2,Yes,720,1280,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,12000
Vivo V5,Vivo,V5,3000,5.5,Yes,720,1280,8,4000,32,13,20,Android,Yes,Yes,Yes,2,Yes,Yes,16541
Asus ZenFone 3 Max (ZC553KL),Asus,ZenFone 3 Max (ZC553KL),4100,5.5,Yes,1080,1920,8,2000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,8599
Lyf F1,Lyf,F1,3200,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,6499
InFocus Epic 1,InFocus,Epic 1,3000,5.5,Yes,1080,1920,10,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,10999
