name,brand,model,battery_capacity,screen_size,touch_screen,resolution_x,resolution_y,processor,ram,internal_storage,rear_camera,front_camera,operating_system,wi_fi,bluetooth,gps,number_of_sims,3g,4g_lte,price
Lava A77,Lava,A77,2000,4.5,Yes,480,800,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4900
Karbonn Aura Power 4G Plus,Karbonn,Aura Power 4G Plus,4000,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3399
Itel Wish A21,Itel,Wish A21,2000,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3860
Itel Wish A41+,Itel,Wish A41+,2400,5,Yes,480,854,4,2000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,6506
Motorola Moto C Plus,Motorola,Moto C Plus,4000,5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6190
Samsung Z4,Samsung,Z4,1050,4.5,Yes,480,800,4,1000,8,5,5,Tizen,Yes,Yes,Yes,2,Yes,Yes,4790
Panasonic P85,Panasonic,P85,4000,5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,No,2,Yes,Yes,6499
Panasonic Eluga Ray,Panasonic,Eluga Ray,4000,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,No,2,Yes,Yes,7999
Karbonn Aura 4G,Karbonn,Aura 4G,2150,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6326
Intex Aqua Crystal Plus,Intex,Aqua Crystal Plus,2100,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,No,Yes,7490
Asus ZenFone Go 5.5 (ZB552KL),Asus,ZenFone Go 5.5 (ZB552KL),3000,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6110
Ziox Astra Colors 4G,Ziox,Astra Colors 4G,4000,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,No,2,Yes,Yes,4399
Zen Admire Joy,Zen,Admire Joy,2000,5,No,480,854,4,768,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2999
Intex Aqua A4,Intex,Aqua A4,1750,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,Yes,4625
Zopo Color M5,Zopo,Color M5,2100,5,Yes,480,854,4,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3389
Videocon Krypton 22,Videocon,Krypton 22,2450,5,Yes,480,854,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,2999
Zen Admire Metal,Zen,Admire Metal,2500,5,Yes,720,1280,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5599
Motorola Moto E4 Plus,Motorola,Moto E4 Plus,5000,5.5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999
Ziox Astra Force 4G,Ziox,Astra Force 4G,3000,5,Yes,480,854,4,1000,16,5,5,Android,Yes,Yes,Yes,2,No,Yes,3499
Zopo Color M4,Zopo,Color M4,1450,4,No,480,800,4,1000,16,0,0,Android,Yes,Yes,Yes,2,No,No,4888
Honor Bee 2,Honor,Bee 2,2100,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,5499
Tecno i5 Pro,Tecno,i5 Pro,4000,5.5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6789
Tecno i3 Pro,Tecno,i3 Pro,3050,5,Yes,720,1280,4,3000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,9993
Tecno i5,Tecno,i5,4000,5.5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6629
Tecno i3,Tecno,i3,3050,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,7142
Videocon Delite 11+,Videocon,Delite 11+,3000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,5599
Motorola Moto C,Motorola,Moto C,2350,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,5499
Motorola Moto E4,Motorola,Moto E4,2800,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8499
Micromax Evok Note,Micromax,Evok Note,4000,5.5,Yes,1080,1920,8,3000,32,13,5,Android,Yes,Yes,No,1,Yes,Yes,4960
Zopo Color X 5.5,Zopo,Color X 5.5,2500,5.5,Yes,720,1280,4,3000,16,8,5,Android,Yes,Yes,Yes,2,No,No,3980
Lephone W7,Lephone,W7,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,Yes,4105
Ziox QUIQ Flash 4G,Ziox,QUIQ Flash 4G,2450,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3699
Intex ELYT-e1,Intex,ELYT-e1,2200,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,6100
Sansui Horizon 1,Sansui,Horizon 1,2000,4.5,Yes,480,854,4,1000,8,5,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,3900
Micromax Bharat 2,Micromax,Bharat 2,1300,4,Yes,480,800,4,512,4,2,0.3,Android,Yes,Yes,Yes,2,No,Yes,2359
Swipe Konnect Neo 4G,Swipe,Konnect Neo 4G,2000,4,Yes,480,800,4,512,4,5,1.3,Android,Yes,Yes,Yes,2,Yes,Yes,1999
Itel Wish A41,Itel,Wish A41,2400,5,No,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4880
Panasonic Eluga Ray X,Panasonic,Eluga Ray X,4000,5.5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5930
Panasonic Eluga Ray Max,Panasonic,Eluga Ray Max,3000,5.2,Yes,1080,1920,8,4000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,11499
Intex Aqua 4G Mini,Intex,Aqua 4G Mini,1450,4,Yes,480,800,4,512,4,5,1.3,Android,Yes,Yes,No,2,No,Yes,3935
Micromax Spark Vdeo,Micromax,Spark Vdeo,1800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,No,4999
Zen Admire Swadesh,Zen,Admire Swadesh,2000,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,No,2,Yes,Yes,4790
Nubia N2,Nubia,N2,5000,5.5,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,9049
Nubia M2 Lite,Nubia,M2 Lite,3000,5.5,Yes,720,1280,8,3000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,7160
Karbonn Aura Sleek 4G,Karbonn,Aura Sleek 4G,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,1,Yes,Yes,5668
Intex Aqua Trend Lite,Intex,Aqua Trend Lite,2600,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3999
Lenovo Vibe B,Lenovo,Vibe B,2000,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,No,6450
LeEco Le Pro 3 Elite,LeEco,Le Pro 3 Elite,4070,5.5,Yes,1080,1920,4,4000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,10990
iVoomi iV505,iVoomi,iV505,3000,5,Yes,1440,2560,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3900
Swipe Elite Sense,Swipe,Elite Sense,2500,5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4400
Intex Aqua Strong 5.1+,Intex,Aqua Strong 5.1+,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,Yes,3690
Nubia N1 lite,Nubia,N1 lite,3000,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999
ZTE Blade V8 Mini,ZTE,Blade V8 Mini,2800,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,No,No,5200
Alcatel A5 LED,Alcatel,A5 LED,2800,5.2,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,15026
Sony Xperia XA1,Sony,Xperia XA1,2300,5,Yes,720,1280,8,3000,32,23,8,Android,Yes,Yes,No,2,No,Yes,7994
Swipe Elite 3,Swipe,Elite 3,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999
Nokia 5,Nokia,5,3000,5.2,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8999
Swipe Konnect Star,Swipe,Konnect Star,1800,4,Yes,480,854,4,1000,16,5,1.3,Android,Yes,Yes,No,2,Yes,Yes,2690
Asus ZenFone Go 5.0 LTE (ZB500KL),Asus,ZenFone Go 5.0 LTE (ZB500KL),2600,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Intex Aqua Lions 4G,Intex,Aqua Lions 4G,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4400
Intex Aqua 4.0,Intex,Aqua 4.0,1500,4,Yes,360,640,4,512,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,4095
Intex Aqua Amaze+,Intex,Aqua Amaze+,2000,4.7,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4050
Swipe Elite Power,Swipe,Elite Power,4000,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4499
Lava X41+,Lava,X41+,2500,5,Yes,720,1280,4,2000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5599
Intex Cloud Style 4G,Intex,Cloud Style 4G,2500,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6199
Micromax Vdeo 3,Micromax,Vdeo 3,2000,5,Yes,720,1280,1,1000,8,5,2,Android,Yes,Yes,Yes,1,No,No,4499
Micromax Vdeo 4,Micromax,Vdeo 4,4000,5,Yes,720,1280,1,1000,8,8,2,Android,Yes,Yes,Yes,1,Yes,Yes,3999
Samsung Galaxy J2 Ace,Samsung,Galaxy J2 Ace,2600,5,Yes,540,960,1,1000,8,8,5,Android,Yes,No,No,2,No,No,5990
Swipe Konnect Grand,Swipe,Konnect Grand,2500,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,No,2999
Xolo Era 2X,Xolo,Era 2X,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6099
Lyf Water 3,Lyf,Water 3,3000,5.5,Yes,720,1280,8,2000,16,13,5,Android,No,Yes,Yes,2,No,Yes,7000
Lyf F1S,Lyf,F1S,3000,5.2,Yes,1080,1920,8,3000,32,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,7599
Karbonn K9 Viraat 4G,Karbonn,K9 Viraat 4G,2800,5.5,Yes,720,1280,4,1000,8,5,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,5900
Lyf Wind 7S,Lyf,Wind 7S,2250,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6099
LG Stylus 3,LG,Stylus 3,3200,5.7,Yes,720,1280,8,3000,16,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,6999
LG K8 (2017),LG,K8 (2017),2500,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7450
Zuk Edge,Zuk,Edge,3100,5.5,Yes,1080,1920,4,4000,64,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,29124
Zen Cinemax Click,Zen,Cinemax Click,2700,5.5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3899
Lava A76+,Lava,A76+,1850,4.5,Yes,480,800,4,1000,8,5,5,Android,Yes,Yes,Yes,2,No,No,5599
Swipe Elite Max,Swipe,Elite Max,3000,5.5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,12999
Panasonic P88,Panasonic,P88,2600,5.3,Yes,720,1280,4,2000,16,13,5,Android,Yes,No,Yes,2,Yes,Yes,8000
Swipe Elite Star,Swipe,Elite Star,2000,4,Yes,480,800,4,1000,8,5,1.3,Android,Yes,Yes,Yes,2,Yes,Yes,3999
Gionee P7,Gionee,P7,2300,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,No,Yes,2,No,No,7499
Micromax Vdeo 2,Micromax,Vdeo 2,1800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4950
Micromax Vdeo 1,Micromax,Vdeo 1,1600,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4499
Meizu M5 Note,Meizu,M5 Note,4000,5.5,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,2,No,Yes,5490
Lyf Water 9,Lyf,Water 9,2800,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5550
Lava X50+,Lava,X50+,2800,5.5,Yes,720,1280,4,2000,32,8,5,Android,Yes,Yes,No,2,No,Yes,4999
Meizu Pro 6 Plus,Meizu,Pro 6 Plus,3400,5.7,Yes,1440,2560,8,4000,64,12,5,Android,Yes,Yes,Yes,2,No,Yes,27600
Panasonic Eluga Mark 2,Panasonic,Eluga Mark 2,3000,5.5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,13990
HTC 10 evo,HTC,10 evo,3200,5.5,Yes,1440,2560,8,3000,32,16,8,Android,Yes,Yes,Yes,1,Yes,Yes,11100
Lyf Wind 7i,Lyf,Wind 7i,2250,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5099
Panasonic P71,Panasonic,P71,2000,5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,No,Yes,6998
Zopo Color F2,Zopo,Color F2,2300,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4598
Motorola Moto M,Motorola,Moto M,3050,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,7499
Lyf F8,Lyf,F8,2000,4.5,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499
Huawei Mate 9,Huawei,Mate 9,4000,5.9,Yes,1080,1920,8,4000,64,20,8,Android,Yes,Yes,Yes,2,Yes,Yes,53983
Intex Aqua Power M,Intex,Aqua Power M,4350,5,Yes,720,1280,4,1000,8,0,0,Android,Yes,Yes,Yes,2,No,No,3499
Zen Cinemax 2+,Zen,Cinemax 2+,2900,5.5,Yes,480,854,4,1000,8,5,3.2,Android,Yes,Yes,Yes,2,Yes,No,3739
Swipe Elite 2 Plus,Swipe,Elite 2 Plus,2500,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Samsung Galaxy On Nxt,Samsung,Galaxy On Nxt,3300,5.5,Yes,1080,1920,8,3000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,11200
Xolo Era 2,Xolo,Era 2,2350,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,No,No,4099
Zopo Color F5,Zopo,Color F5,2100,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4289
Intex Cloud S9,Intex,Cloud S9,3650,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6772
Intex Aqua Q8,Intex,Aqua Q8,1650,4.5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,2699
Intex Aqua Craze II,Intex,Aqua Craze II,2500,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5429
Intex Aqua 5.5 VR,Intex,Aqua 5.5 VR,2800,5.5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5849
Intex Aqua S2,Intex,Aqua S2,2450,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,No,3999
Honor 8 Smart,Honor,8 Smart,3000,5.2,Yes,1080,1920,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,Yes,16699
Honor Holly 3,Honor,Holly 3,3100,5.5,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,No,5999
BlackBerry DTEK60,BlackBerry,DTEK60,3000,5.5,Yes,1440,2560,4,4000,32,21,8,Android,Yes,Yes,Yes,1,Yes,Yes,16999
Xiaomi Mi Max Prime,Xiaomi,Mi Max Prime,4850,6.44,Yes,1080,1920,6,4000,128,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,19999
Lyf Wind 4S,Lyf,Wind 4S,4000,5,Yes,720,1820,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6498
Lyf Flame 7s,Lyf,Flame 7s,1800,4,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,No,Yes,3579
Zen Cinemax Force,Zen,Cinemax Force,2900,5.5,Yes,854,480,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2999
Intex Aqua Strong 5.2,Intex,Aqua Strong 5.2,2800,5,Yes,480,854,4,2000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,5949
Vivo Y55L,Vivo,Y55L,2730,5.2,Yes,1280,720,8,2000,16,8,5,Android,Yes,Yes,Yes,1,No,No,10450
Google Pixel,Google,Pixel,2770,5,Yes,1080,1920,4,4000,32,12.3,8,Android,Yes,Yes,Yes,1,Yes,Yes,22299
Karbonn Titanium 3-D Plex,Karbonn,Titanium 3-D Plex,2300,5,Yes,480,854,1,512,4,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,3999
Intex Aqua Pro 4G,Intex,Aqua Pro 4G,2000,4.5,Yes,480,854,1,1000,8,5,2,Android,No,Yes,Yes,2,No,No,4532
Gionee P7 Max,Gionee,P7 Max,3100,5.5,Yes,720,1080,8,3000,32,13,5,Android,Yes,Yes,Yes,2,No,No,5999
Coolpad Note 5,Coolpad,Note 5,4010,5.5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,12050
Lava A97,Lava,A97,2350,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5500
Samsung Galaxy On8,Samsung,Galaxy On8,3300,5.5,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7999
Micromax Canvas 5 Lite,Micromax,Canvas 5 Lite,2000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4299
Panasonic P77,Panasonic,P77,2000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,No,Yes,6990
Lava A56,Lava,A56,1850,5,Yes,480,854,2,512,4,5,0.3,Android,Yes,Yes,No,2,No,No,2299
Lava X28,Lava,X28,2600,5.5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6400
Micromax Bolt Q326+,Micromax,Bolt Q326+,1400,4,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,3195
HTC Desire 10 Lifestyle,HTC,Desire 10 Lifestyle,2700,5.5,Yes,720,1280,4,2000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,16000
Samsung Galaxy J5 Prime,Samsung,Galaxy J5 Prime,2400,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,12499
Videocon Cube 3,Videocon,Cube 3,3000,5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8250
Zopo Color F1,Zopo,Color F1,2300,5.5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,Yes,No,4333
Lenovo A7700,Lenovo,A7700,2900,5.5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6990
Lenovo A6600 Plus,Lenovo,A6600 Plus,2300,5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,7300
Lenovo A6600,Lenovo,A6600,2300,5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,7450
Zen Admire Star,Zen,Admire Star,2000,4.5,Yes,480,854,4,512,8,5,1.3,Android,Yes,Yes,Yes,2,Yes,No,2799
Samsung Galaxy Folder 2,Samsung,Galaxy Folder 2,1950,3.8,No,480,800,4,2000,16,8,5,Android,Yes,Yes,Yes,1,No,Yes,16990
Xolo Era 1X,Xolo,Era 1X,2500,5,Yes,1280,720,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5149
Intex Aqua Costa,Intex,Aqua Costa,2200,5,Yes,480,854,4,2000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2999
Intex Aqua Q7N Pro,Intex,Aqua Q7N Pro,2000,4.5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,2700
Lyf Water 10,Lyf,Water 10,2300,5,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4060
Vivo Y21L,Vivo,Y21L,2000,4.5,Yes,480,854,4,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,7100
Intex Cloud Tread,Intex,Cloud Tread,2200,5,Yes,720,1280,6,2000,16,5,5,Android,Yes,Yes,Yes,2,Yes,No,4299
InFocus Bingo 50+,InFocus,Bingo 50+,2600,5.5,Yes,1280,720,4,3000,16,13,8,Android,Yes,Yes,No,2,No,Yes,6499
Samsung Z2,Samsung,Z2,1500,4,Yes,480,800,4,1000,8,5,0.3,Tizen,Yes,Yes,Yes,2,Yes,Yes,3599
